model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,rating,year,brand_Google,brand_Infinix,brand_OnePlus,brand_Oppo,brand_Realme,brand_Samsung,brand_Vivo,brand_Xiaomi,os_iOS,processor_Dimensity 9300,processor_Exynos 2400,processor_Helio G99,processor_Snapdragon 6 Gen 1,processor_Snapdragon 7+ Gen 2,processor_Snapdragon 8 Gen 3,processor_Tensor G4,release_month_August,release_month_December,release_month_February,release_month_January,release_month_July,release_month_June,release_month_March,release_month_May,release_month_November,release_month_October,release_month_September
Mi 13 Ultra,803,8,128,200,4500,5.7,120,1,3.8,2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mi 14,754,12,512,108,6000,6.0,120,1,3.6,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Galaxy S24 Ultra,793,12,128,50,5500,6.4,44,1,4.2,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
iPhone 16 Pro,1188,8,512,48,4000,6.7,18,0,4.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
iPhone 16,1005,12,1024,12,5000,6.1,33,1,4.6,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Galaxy S24,910,4,64,108,6000,6.9,65,1,4.1,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Poco X6 Pro,1496,6,1024,12,5000,7.0,120,0,4.6,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
GT 20 Pro,732,12,64,108,4000,5.6,18,1,4.5,2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
F27 Pro,888,16,128,12,5500,6.6,120,0,3.9,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
iPhone 16 Pro,348,12,1024,108,6000,6.4,100,0,4.2,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 14,1129,12,512,64,4500,7.2,65,0,4.2,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
V30,503,12,256,48,5000,6.5,44,0,4.1,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Galaxy S24,247,16,128,50,4500,7.1,120,1,4.0,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OnePlus 13,1238,8,1024,64,5000,7.2,120,1,4.9,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
OnePlus 13R,706,12,1024,50,4000,5.7,33,1,3.9,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OnePlus 13,1398,6,64,50,5500,5.8,100,1,3.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Pixel Fold 2,358,4,1024,50,5500,7.1,44,0,4.0,2025,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Note 40 Pro,1430,6,64,48,6000,6.1,100,0,4.1,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Reno 11,107,6,64,64,6000,6.3,65,1,3.9,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
C65,818,4,512,108,4000,6.3,44,0,4.2,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Hot 40,613,16,1024,50,4500,5.9,44,1,3.9,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
GT 20 Pro,1065,4,1024,200,6000,6.2,33,1,4.5,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Reno 12,1143,4,128,50,5000,6.1,100,0,4.7,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Mi 13 Ultra,130,8,64,200,5000,6.3,33,0,4.6,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Poco X6 Pro,781,4,64,12,4500,6.5,120,0,4.2,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OnePlus 12,724,4,128,64,5000,5.7,65,0,3.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pixel 9 Pro,1437,4,256,48,5000,6.6,120,1,4.3,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Smart 8,1384,16,1024,200,5500,7.0,44,0,4.9,2025,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nord CE 4 Lite,876,6,128,12,4500,6.6,120,1,4.8,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
C65,360,6,256,108,4000,6.6,100,0,4.1,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Y200,776,12,512,48,4500,6.5,65,1,3.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
iPhone 15,1326,16,64,12,4000,6.0,120,0,3.9,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
OnePlus 12,637,16,1024,48,4500,7.0,100,1,3.6,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Y100A,1137,4,64,12,6000,6.1,100,1,4.3,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
OnePlus 13,342,8,512,48,4500,7.1,18,0,4.8,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mi 14,105,12,64,12,5000,6.4,120,1,4.8,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 16,727,6,64,50,4500,7.2,100,0,4.1,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
iPhone 16,736,6,128,64,6000,7.1,18,1,3.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Zero 30,773,8,64,50,6000,7.1,65,1,4.0,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Poco X6 Pro,794,12,1024,200,4000,5.9,44,0,4.3,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
iPhone 16 Pro Max,367,4,512,200,4500,7.2,65,0,4.2,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pixel 9,658,8,64,200,4000,6.8,100,0,4.5,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pixel 8,1375,4,1024,200,6000,5.8,33,0,3.8,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OnePlus 13R,463,8,512,48,4500,6.0,100,1,4.5,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OnePlus 12,304,6,1024,48,4000,7.1,100,0,3.5,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Nord 4,975,4,1024,200,4000,5.6,65,0,3.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Y200,363,16,64,200,6000,6.8,65,1,3.9,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
iPhone 16 Pro,919,8,512,12,5500,7.0,33,0,4.0,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
GT 7 Pro,111,12,1024,50,5500,6.7,44,0,5.0,2025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pixel 9,1293,8,512,48,5500,6.3,100,1,4.8,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 14,186,8,128,64,5500,6.1,120,1,4.9,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
X100 Pro,622,8,64,200,4000,7.2,18,1,4.9,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Poco F6,585,6,1024,50,5000,6.0,65,0,4.3,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
GT 20 Pro,1276,16,512,48,6000,7.1,100,0,4.8,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mi 14,328,4,512,108,5500,5.9,100,1,4.3,2025,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
A98,1399,8,1024,48,4500,6.9,100,1,5.0,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reno 11,1414,12,128,12,5500,6.2,65,0,3.8,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 14,628,6,64,64,5000,7.2,100,0,3.7,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
iPhone 16 Pro Max,768,16,256,50,6000,6.6,33,0,3.8,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pixel 9 Pro,660,6,64,48,5000,5.5,18,0,4.4,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Note 40 Pro,567,12,1024,200,4500,6.3,120,1,3.7,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Galaxy A75,1137,12,128,12,4000,6.4,65,1,4.7,2025,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Galaxy S24,992,6,64,200,6000,5.6,33,0,4.0,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
A98,1075,6,64,50,4000,6.6,120,1,4.6,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
